ProductId,Platform,IndicatorType,IndicatorValue,MatchType,ActivityRole,PathPattern,CompanyPattern,Enabled,Confidence,SourceURL,LastVerified,Notes
splashtop-sos,Windows,ProcessName,SRServiceSOS.exe,equals,Service,,,true,VendorVerified,https://support-splashtopbusiness.splashtop.com/hc/en-us/articles/51759917608731-What-Antivirus-EDR-and-Firewall-Exceptions-Are-Required-for-Splashtop-SOS,2026-09-15,
splashtop-sos,Windows,ProcessName,SRUtilitySOS.exe,equals,SessionComponent,,,true,VendorVerified,https://support-splashtopbusiness.splashtop.com/hc/en-us/articles/51759917608731-What-Antivirus-EDR-and-Firewall-Exceptions-Are-Required-for-Splashtop-SOS,2026-09-15,
splashtop-streamer,Windows,SoftwareName,Splashtop Streamer,contains,Installation,,,true,VendorProduct,https://support-splashtopbusiness.splashtop.com/,2026-09-15,
splashtop-streamer,Windows,ProcessName,SRServer.exe,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,Widely observed Streamer component; vendor-specific filename confirmation should be refreshed before enabling.
splashtop-streamer,Windows,ProcessName,SRManager.exe,equals,Agent,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,Widely observed Streamer component; vendor-specific filename confirmation should be refreshed before enabling.
splashtop-streamer,Windows,ProcessName,SRService.exe,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,Widely observed Streamer component; vendor-specific filename confirmation should be refreshed before enabling.
splashtop-streamer,Windows,ProcessName,SRAgent.exe,equals,Agent,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,Widely observed Streamer component; vendor-specific filename confirmation should be refreshed before enabling.
rustdesk,Windows,SoftwareName,RustDesk,contains,Installation,,,true,VendorProduct,https://rustdesk.com/docs/en/client/,2026-09-15,
rustdesk,Windows,ProcessName,rustdesk.exe,equals,Interactive,,,true,VendorVerified,https://rustdesk.com/docs/en/client/,2026-09-15,
realvnc-connect,Windows,SoftwareName,RealVNC,contains,Installation,,,true,VendorProduct,https://help.realvnc.com/hc/en-us/articles/360002249917-Starting-and-Stopping-RealVNC-Connect,2026-09-15,
realvnc-connect,Windows,ProcessName,vncserver.exe,equals,Service,,,true,VendorVerified,https://help.realvnc.com/hc/en-us/articles/360002249917-Starting-and-Stopping-RealVNC-Connect,2026-09-15,RealVNC Server v7 naming.
realvnc-connect,Windows,ProcessName,vncviewer.exe,equals,Viewer,RealVNC,,true,VendorVerified,https://help.realvnc.com/hc/en-us/articles/360002249917-Starting-and-Stopping-RealVNC-Connect,2026-09-15,
realvnc-connect,Windows,ProcessName,rvncserver.exe,equals,Service,,,true,VendorProduct,https://help.realvnc.com/hc/en-us/articles/360002253078-Release-Notes,2026-09-15,Current v8 server naming; verify against installed major version.
tightvnc,Windows,SoftwareName,TightVNC,contains,Installation,,,true,VendorProduct,https://www.tightvnc.com/faq.php,2026-09-15,
tightvnc,Windows,ProcessName,tvnserver.exe,equals,Service,,,true,VendorVerified,https://www.tightvnc.com/faq.php,2026-09-15,
tightvnc,Windows,ProcessName,tvnviewer.exe,equals,Viewer,,,true,VendorProduct,https://www.tightvnc.com/faq.php,2026-09-15,
tightvnc,Windows,ProcessName,WinVNC.exe,equals,Service,TightVNC,,true,VendorVerified,https://www.tightvnc.com/faq.php,2026-09-15,Legacy TightVNC 1.x.
ultravnc,Windows,SoftwareName,UltraVNC,contains,Installation,,,true,VendorProduct,https://uvnc.com/,2026-09-15,
ultravnc,Windows,ProcessName,winvnc.exe,equals,Service,UltraVNC,,true,VendorCommunity,https://forum.uvnc.com/viewtopic.php?t=37943,2026-09-15,
ultravnc,Windows,ProcessName,vncviewer.exe,equals,Viewer,UltraVNC,,true,VendorCommunity,https://forum.uvnc.com/,2026-09-15,
remote-utilities,Windows,SoftwareName,Remote Utilities,contains,Installation,,,true,VendorProduct,https://www.remoteutilities.com/support/docs/,2026-09-15,
remote-utilities,Windows,ProcessName,rutserv.exe,equals,Service,,,true,VendorCommunity,https://www.remoteutilities.com/support/forums/forum1/2304/,2026-09-15,
remote-utilities,Windows,ProcessName,rutview.exe,equals,Viewer,,,true,VendorCommunity,https://www.remoteutilities.com/support/forums/,2026-09-15,
radmin,Windows,SoftwareName,Radmin,contains,Installation,,,true,VendorProduct,https://www.radmin.com/,2026-09-15,
radmin,Windows,ProcessName,rserver3.exe,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
radmin,Windows,ProcessName,radmin3.exe,equals,Viewer,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
supremo,Windows,SoftwareName,Supremo,contains,Installation,,,true,VendorProduct,https://www.supremocontrol.com/tutorials/,2026-09-15,
supremo,Windows,ProcessName,Supremo.exe,equals,Interactive,,,true,VendorVerified,https://www.supremocontrol.com/tutorials/how-to-install-supremo/,2026-09-15,
supremo,Windows,ProcessName,SupremoService.exe,equals,Service,,,true,VendorVerified,https://www.supremocontrol.com/tutorials/how-to-install-supremo/,2026-09-15,
aeroadmin,Windows,SoftwareName,AeroAdmin,contains,Installation,,,true,VendorProduct,https://www.aeroadmin.com/en/downloads.html,2026-09-15,
aeroadmin,Windows,ProcessName,AeroAdmin.exe,equals,Interactive,,,true,VendorProduct,https://www.aeroadmin.com/en/downloads.html,2026-09-15,Default download name; custom-branded builds can use another filename.
anyviewer,Windows,SoftwareName,AnyViewer,contains,Installation,,,true,VendorProduct,https://www.anyviewer.com/,2026-09-15,
anyviewer,Windows,ProcessName,AnyViewer.exe,equals,Interactive,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
anyviewer,Windows,ProcessName,RCService.exe,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
awesun,Windows,SoftwareName,AweSun,contains,Installation,,,true,VendorProduct,https://www.awesun.com/,2026-09-15,
awesun,Windows,ProcessName,AweSun.exe,equals,Interactive,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
dwservice,Windows,SoftwareName,DWAgent,contains,Installation,,,true,VendorProduct,https://docs.dwservice.net/docs/site/basic-definitions/install-the-agent/,2026-09-15,
dwservice,Windows,ProcessName,dwagent.exe,equals,Agent,,,true,VendorVerified,https://docs.dwservice.net/docs/site/troubleshootfaq/how-do-i-manually-remove-the-agent-on-a-windows/,2026-09-15,"Process/service name can be customized by installer customization, so filename-only detection is not exhaustive."
litemanager,Windows,SoftwareName,LiteManager,contains,Installation,,,true,VendorProduct,https://www.litemanager.com/,2026-09-15,
litemanager,Windows,ProcessName,ROMServer.exe,equals,Service,,,true,VendorVerified,https://www.litemanager.com/support/help_en/romserver/,2026-09-15,
litemanager,Windows,ProcessName,ROMFUSClient.exe,equals,SessionComponent,,,true,VendorVerified,https://www.litemanager.com/support/help_en/romserver/,2026-09-15,
litemanager,Windows,ProcessName,ROMViewer.exe,equals,Viewer,,,true,VendorVerified,https://www.litemanager.com/support/help_en/romviewer/,2026-09-15,
netsupport-manager,Windows,SoftwareName,NetSupport Manager,contains,Installation,,,true,VendorProduct,https://www.netsupportmanager.com/,2026-09-15,
netsupport-manager,Windows,ProcessName,client32.exe,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
netsupport-manager,Windows,ProcessName,pcictlui.exe,equals,Interactive,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
zoho-assist,Windows,SoftwareName,Zoho Assist,contains,Installation,,,true,VendorProduct,https://www.zoho.com/assist/,2026-09-15,
zoho-assist,Windows,ProcessName,ZAService.exe,equals,Service,ZohoMeeting,,true,VendorVerified,https://www.manageengine.com/products/desktop-central/help/server/exceptions-list.html,2026-09-15,
zoho-assist,Windows,ProcessName,ZAFileTransfer.exe,equals,SessionComponent,ZohoMeeting,,true,VendorVerified,https://www.manageengine.com/products/desktop-central/help/server/exceptions-list.html,2026-09-15,
zoho-assist,Windows,ProcessName,ZAAudioClient.exe,equals,SessionComponent,ZohoMeeting,,true,VendorVerified,https://www.manageengine.com/products/desktop-central/help/server/exceptions-list.html,2026-09-15,
zoho-assist,Windows,ProcessName,agent.exe,equals,Agent,ZohoMeeting,,true,VendorVerified,https://www.manageengine.com/products/desktop-central/help/server/exceptions-list.html,2026-09-15,Generic filename; path qualifier is mandatory.
zoho-assist,Windows,ProcessName,agent_ui.exe,equals,Interactive,ZohoMeeting,,true,VendorVerified,https://www.manageengine.com/products/desktop-central/help/server/exceptions-list.html,2026-09-15,Generic filename; path qualifier is mandatory.
zoho-assist,Windows,ProcessName,Connect.exe,equals,SessionComponent,ZohoMeeting,,true,VendorVerified,https://www.manageengine.com/products/desktop-central/help/server/exceptions-list.html,2026-09-15,Generic filename; path qualifier is mandatory.
isl-light,Windows,SoftwareName,ISL Light,contains,Installation,,,true,VendorProduct,https://help.islonline.com/29712/228073,2026-09-15,
isl-light,Windows,SoftwareName,ISL Light Client,contains,Installation,,,true,VendorProduct,https://help.islonline.com/29712/228073,2026-09-15,
isl-light,Windows,ProcessName,ISL Light.exe,equals,TechnicianConsole,,,true,VendorVerified,https://help.islonline.com/29712/228073,2026-09-15,
isl-light,Windows,ProcessName,ISLLightClient.exe,equals,Interactive,,,true,VendorVerified,https://help.islonline.com/165928,2026-09-15,
isl-light,Windows,ProcessName,ISLLightFast.exe,equals,SessionComponent,,,true,VendorVerified,https://help.islonline.com/165928,2026-09-15,
isl-light,Windows,ProcessName,ISLLightService.exe,equals,Service,,,true,VendorVerified,https://help.islonline.com/165928,2026-09-15,
isl-alwayson,Windows,SoftwareName,ISL AlwaysOn,contains,Installation,,,true,VendorProduct,https://help.islonline.com/558310/2481666,2026-09-15,
isl-alwayson,Windows,ProcessName,ISLAlwaysOnService.exe,equals,Service,,,true,VendorVerified,https://help.islonline.com/165928,2026-09-15,
isl-alwayson,Windows,ProcessName,ISLAlwaysOn.exe,equals,Agent,,,true,VendorVerified,https://help.islonline.com/165928,2026-09-15,
isl-alwayson,Windows,ProcessName,ISLAlwaysOnTray.exe,equals,Agent,,,true,VendorVerified,https://help.islonline.com/165928,2026-09-15,
remotepc,Windows,SoftwareName,RemotePC,contains,Installation,,,true,VendorProduct,https://www.remotepc.com/,2026-09-15,
remotepc,Windows,ProcessName,RemotePCService.exe,equals,Service,,,true,VendorVerified,https://www.remotepc.com/remote-desktop-firewall,2026-09-15,
remotepc,Windows,ProcessName,RemotePCUI.exe,equals,Interactive,,,true,VendorVerified,https://www.remotepc.com/remote-desktop-firewall,2026-09-15,
remotepc,Windows,ProcessName,RemotePCDesktop.exe,equals,Interactive,,,true,VendorVerified,https://www.remotepc.com/remote-desktop-firewall,2026-09-15,
remotepc,Windows,ProcessName,RemotePCLauncher.exe,equals,Interactive,,,true,VendorVerified,https://www.remotepc.com/remote-desktop-firewall,2026-09-15,
remotepc,Windows,ProcessName,RPCViewerUI.exe,equals,Viewer,,,true,VendorVerified,https://www.remotepc.com/remote-desktop-firewall,2026-09-15,
remotepc,Windows,ProcessName,RPCCoreViewer.exe,equals,Viewer,,,true,VendorVerified,https://www.remotepc.com/remote-desktop-firewall,2026-09-15,
jump-desktop-connect,Windows,SoftwareName,Jump Desktop Connect,contains,Installation,,,true,VendorProduct,https://support.jumpdesktop.com/hc/en-us/articles/360007181691-Jump-Desktop-Connect-Mass-Deployment-Unattended-installation-Automated-installation,2026-09-15,
jump-desktop-connect,Windows,ProcessName,JumpDesktopConnect.exe,equals,Installer,,,true,VendorVerified,https://support.jumpdesktop.com/hc/en-us/articles/360007181691-Jump-Desktop-Connect-Mass-Deployment-Unattended-installation-Automated-installation,2026-09-15,
jump-desktop-connect,Windows,ProcessName,JumpConnect.exe,equals,Agent,,,true,VendorVerified,https://support.jumpdesktop.com/hc/en-us/articles/360007181691-Jump-Desktop-Connect-Mass-Deployment-Unattended-installation-Automated-installation,2026-09-15,
nomachine,Windows,SoftwareName,NoMachine,contains,Installation,,,true,VendorProduct,https://www.nomachine.com/,2026-09-15,
nomachine,Windows,ProcessName,nxserver.exe,equals,Service,NoMachine,,true,VendorVerified,https://kb.nomachine.com/AR03V01227,2026-09-15,
nomachine,Windows,ProcessName,nxnode.exe,equals,SessionComponent,NoMachine,,true,VendorVerified,https://kb.nomachine.com/DT07M00090,2026-09-15,
dameware-mrc,Windows,SoftwareName,Dameware,contains,Installation,,,true,VendorProduct,https://documentation.solarwinds.com/en/success_center/dameware/content/install-dameware-client-centralized.htm,2026-09-15,
dameware-mrc,Windows,ProcessName,DWRCS.exe,equals,Service,,,true,VendorVerified,https://documentation.solarwinds.com/en/success_center/dameware/content/install-dameware-client-centralized.htm,2026-09-15,
dameware-mrc,Windows,ProcessName,DWRCST.exe,equals,Agent,,,true,VendorProduct,https://documentation.solarwinds.com/en/success_center/dameware/content/install-dameware-client-centralized.htm,2026-09-15,
simplehelp,Windows,SoftwareName,SimpleHelp,contains,Installation,,,true,VendorProduct,https://guides.simple-help.com/install---windows,2026-09-15,
simplehelp,Windows,SoftwareName,SimpleHelp Remote Access Service,contains,Installation,,,true,VendorProduct,https://guides.simple-help.com/install---windows,2026-09-15,
iperius-remote,Windows,SoftwareName,Iperius Remote,contains,Installation,,,true,VendorProduct,https://www.iperiusremote.com/18152/how-to-uninstall-iperius-remote,2026-09-15,
iperius-remote,Windows,ProcessName,IperiusRemote.exe,equals,Interactive,,,true,VendorVerified,https://www.iperiusremote.com/18152/how-to-uninstall-iperius-remote,2026-09-15,Same binary can also be installed for unattended service operation.
chrome-remote-desktop,Windows,SoftwareName,Chrome Remote Desktop,contains,Installation,,,true,VendorProduct,https://support.google.com/chrome/answer/1649523,2026-09-15,
chrome-remote-desktop,Windows,ProcessName,remoting_host.exe,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,Common Windows host process; Google help does not currently enumerate the filename.
logmein-pro,Windows,SoftwareName,LogMeIn,contains,Installation,,,true,VendorProduct,https://support.logmeininc.com/pro,2026-09-15,
gotomypc,Windows,SoftwareName,GoToMyPC,contains,Installation,,,true,VendorProduct,https://support.goto.com/gotomypc,2026-09-15,
goto-resolve,Windows,SoftwareName,GoTo Resolve,contains,Installation,,,true,VendorProduct,https://support.goto.com/resolve,2026-09-15,
rescue-by-goto,Windows,SoftwareName,Rescue by GoTo,contains,Installation,,,true,VendorProduct,https://support.goto.com/rescue,2026-09-15,
rescue-by-goto,Windows,SoftwareName,LogMeIn Rescue,contains,Installation,,,true,VendorProduct,https://support.goto.com/rescue,2026-09-15,
logmein-pro,Windows,ProcessName,LogMeIn.exe,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
logmein-pro,Windows,ProcessName,LMIGuardianSvc.exe,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
logmein-pro,Windows,ProcessName,LogMeInSystray.exe,equals,Agent,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
logmein-pro,Windows,ProcessName,LMIIgnition.exe,equals,Viewer,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
gotomypc,Windows,ProcessName,g2host.exe,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
gotomypc,Windows,ProcessName,g2svc.exe,equals,Service,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
gotomypc,Windows,ProcessName,g2mainh.exe,equals,Agent,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
gotomypc,Windows,ProcessName,g2tray.exe,equals,Agent,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
gotomypc,Windows,ProcessName,g2comm.exe,equals,SessionComponent,,,false,Supplemental,https://raw.githubusercontent.com/Action1Corp/Remote-Agent-Catalog/main/rmm.csv,2026-09-15,
atera,Windows,SoftwareName,Atera,contains,Installation,,,true,VendorProduct,https://support.atera.com/hc/en-us/articles/13541119116316-Troubleshoot-the-Atera-agent-Windows,2026-09-15,
atera,Windows,ProcessName,AteraAgent.exe,equals,Service,,,true,VendorVerified,https://support.atera.com/hc/en-us/articles/13541119116316-Troubleshoot-the-Atera-agent-Windows,2026-09-15,
atera,Windows,ProcessName,AgentPackageSTRemote.exe,equals,SessionComponent,,,true,VendorVerified,https://support.atera.com/hc/en-us/articles/15783738209692-Delete-the-Atera-agent-Windows,2026-09-15,
atera,Windows,ProcessName,AgentPackageRunCommandInteractive.exe,equals,SessionComponent,,,true,VendorVerified,https://support.atera.com/hc/en-us/articles/15783738209692-Delete-the-Atera-agent-Windows,2026-09-15,
ninjaone,Windows,SoftwareName,NinjaOne,contains,Installation,,,true,VendorProduct,https://www.ninjaone.com/docs/endpoint-management/agents/installing-the-ninjaone-agent/,2026-09-15,
ninjaone,Windows,SoftwareName,NinjaRMM,contains,Installation,,,true,VendorProduct,https://www.ninjaone.com/docs/endpoint-management/agents/installing-the-ninjaone-agent/,2026-09-15,Legacy naming.
ninjaone,Windows,ProcessName,NinjaRMMAgent.exe,equals,Service,,,true,VendorVerified,https://www.ninjaone.com/docs/new-to-ninjaone/agent-installation/configure-agent-proxy-server/,2026-09-15,
ninjaone,Windows,ProcessName,ninjarmm-cli.exe,equals,Utility,,,true,VendorVerified,https://www.ninjaone.com/docs/scripting-and-automation/command-line-interface-cli/cli-custom-fields-documentation-scripting/,2026-09-15,
datto-rmm,Windows,SoftwareName,Datto RMM,contains,Installation,,,true,VendorProduct,https://rmm.datto.com/help/de/Content/5AGENT/Agent.htm,2026-09-15,
datto-rmm,Windows,SoftwareName,CentraStage,contains,Installation,,,true,VendorProduct,https://rmm.datto.com/help/de/Content/5AGENT/Agent.htm,2026-09-15,Legacy naming.
